,hhid,hhwgt,urban,inc_employ,inc_commerce,inc_subsist,inc_remit,inc_transfer,inc_gift,inc_rent,inc_total,food_cons,total_cons,poor_nat,poor_190,poor_320,poor_550,dep_water,dep_san,dep_ele,dep_enroll,dep_attain,hhsize,number_of_children,pcexp,pcinc,ispoor,hoh_mainactivity,hoh_education,hhinc_mainsource_all,hhinc_mainsource_wage_other,inc_nonwage,pcwgt,pov_line
1546,25-69-25-13,132.52554321289062,1,36074.56640625,0.0,0.0,0.0,0.0,0.0,11111.34765625,47185.9140625,3187.787841796875,12945.193359375,0,0,0,0,0,0,0,0,0,3,0,4315.064453125,15728.638020833334,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,11111.34765625,397.5766296386719,2179
1547,25-69-29-04,185.92056274414062,1,35114.8359375,0.0,0.0,0.0,168.7479705810547,0.0,3202.149169921875,38485.73046875,1857.7763671875,5550.0380859375,1,0,1,1,0,0,0,0,0,7,3,792.8625837053571,5497.961495535715,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,3370.8971405029297,1301.4439392089844,2179
1548,25-70-18-82,72.83745574951172,1,15578.8642578125,0.0,0.0,0.0,89.55242156982422,0.0,4078.6884765625,19747.107421875,1492.057373046875,7331.50048828125,0,0,0,0,0,0,0,0,0,2,0,3665.750244140625,9873.5537109375,0,Not working,At least some secondary completion,inc_employ,inc_employ,4168.240898132324,145.67491149902344,2179
1549,25-73-63-70,214.98207092285156,1,37400.2421875,0.0,0.0,0.0,621.0476684570312,0.0,2728.548828125,40749.8359375,3905.941650390625,9588.783203125,1,0,0,1,0,0,0,0,0,8,4,1198.597900390625,5093.7294921875,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,3349.5964965820312,1719.8565673828125,2179
1550,25-74-64-05,163.3155059814453,1,0.0,0.0,0.0,987.2838745117188,230.36622619628906,0.0,1094.3668212890625,2312.016845703125,1606.3226318359375,3177.67724609375,1,0,0,1,0,1,0,0,1,2,0,1588.838623046875,1156.0084228515625,1,Not working,Primary completion and below,inc_rent,other,2312.0169219970703,326.6310119628906,2179
1551,25-75-92-92,86.05366516113281,0,4566.373046875,8566.109375,0.0,0.0,1579.427490234375,0.0,1756.1888427734375,16468.099609375,573.7661743164062,4442.388671875,0,0,0,1,0,0,0,0,0,3,1,1480.7962239583333,5489.366536458333,0,Wage employment,At least some secondary completion,inc_commerce,other,11901.725708007812,258.16099548339844,2179
1552,25-77-09-91,149.66050720214844,0,3752.730712890625,0.0,0.0,0.0,2389.559326171875,0.0,2371.02490234375,8513.314453125,166.78802490234375,4151.04931640625,1,0,1,1,0,0,0,0,0,4,1,1037.7623291015625,2128.32861328125,1,Not working,Primary completion and below,inc_employ,inc_employ,4760.584228515625,598.6420288085938,2179
1553,25-78-40-52,157.42832946777344,1,0.0,0.0,0.0,575.9155883789062,170.3064727783203,0.0,48320.46875,49066.69140625,3594.99658203125,12918.4873046875,0,0,0,0,0,0,0,0,0,4,1,3229.621826171875,12266.6728515625,0,Wage employment,Post-secondary/tertiary and above,inc_rent,other,49066.69081115723,629.7133178710938,2179
1554,25-81-37-47,391.77569580078125,0,32248.08984375,36925.79296875,0.0,0.0,1546.6766357421875,1764.8057861328125,3045.208984375,75530.5703125,7055.7685546875,21130.169921875,0,0,0,1,0,0,0,0,0,12,4,1760.8474934895833,6294.214192708333,0,Self employment/subsistence,At least some secondary completion,inc_commerce,other,43282.484375,4701.308349609375,2179
1555,25-82-88-45,232.5198211669922,0,24196.7421875,1130.11279296875,7633.62646484375,0.0,1708.6392822265625,712.3134765625,738.182861328125,36119.6171875,11478.9326171875,16682.978515625,0,0,0,1,0,0,1,0,0,9,7,1853.664279513889,4013.2907986111113,0,Self employment/subsistence,At least some secondary completion,inc_employ,inc_employ,11922.874877929688,2092.6783905029297,2179
1556,25-83-28-15,80.63944244384766,0,0.0,0.0,0.0,1557.559814453125,1061.9725341796875,1343.7491455078125,861.2786254882812,4824.56005859375,1194.1881103515625,2751.989013671875,1,0,0,1,0,0,0,0,0,2,0,1375.9945068359375,2412.280029296875,0,Not working,Primary completion and below,inc_remit,other,4824.560119628906,161.2788848876953,2179
1557,25-84-09-78,224.61190795898438,1,99169.9609375,0.0,0.0,1245.9482421875,0.0,0.0,5320.63916015625,105736.546875,5365.5673828125,21142.837890625,0,0,0,0,0,0,0,0,0,6,0,3523.8063151041665,17622.7578125,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,6566.58740234375,1347.6714477539062,2179
1558,25-84-82-35,147.99180603027344,1,34824.78125,0.0,0.0,0.0,339.2001647949219,0.0,0.0,35163.98046875,4228.10498046875,10356.017578125,0,0,0,0,0,0,0,0,0,4,2,2589.00439453125,8790.9951171875,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,339.2001647949219,591.9672241210938,2179
1559,25-87-43-06,197.32420349121094,1,0.0,0.0,0.0,0.0,1035.470703125,0.0,26749.3359375,27784.806640625,4672.19921875,16010.4775390625,0,0,0,0,0,0,0,0,0,5,3,3202.0955078125,5556.961328125,0,Wage employment,At least some secondary completion,inc_rent,other,27784.806640625,986.6210174560547,2179
1560,25-87-56-51,243.579833984375,1,0.0,7985.326171875,1674.9708251953125,449.4554748535156,1931.909423828125,0.0,1123.1156005859375,13164.77734375,7480.69189453125,10544.7255859375,1,0,0,1,0,0,0,0,0,9,6,1171.6361762152778,1462.7530381944443,1,Self employment/subsistence,At least some secondary completion,inc_commerce,other,13164.77749633789,2192.218505859375,2179
1561,25-89-96-39,297.2152404785156,1,75263.9609375,0.0,0.0,229.60438537597656,843.4133911132812,0.0,4764.7744140625,81101.7578125,9587.595703125,25708.3984375,0,0,0,0,0,0,0,0,0,9,3,2856.488715277778,9011.306423611111,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,5837.792190551758,2674.9371643066406,2179
1562,25-91-35-53,142.0118865966797,0,0.0,6631.0810546875,2003.519287109375,0.0,0.0,421.79351806640625,766.3634033203125,9822.7568359375,4033.822265625,7337.0654296875,1,0,0,1,0,0,0,0,0,5,1,1467.4130859375,1964.5513671875,1,Not working,Primary completion and below,inc_commerce,other,9822.757263183594,710.0594329833984,2179
1563,25-91-47-97,94.41649627685547,1,7866.88330078125,10085.7470703125,273.1556701660156,0.0,0.0,0.0,1948.8663330078125,20174.65234375,3575.498291015625,7775.3447265625,0,0,0,0,0,0,0,0,0,3,0,2591.7815755208335,6724.884114583333,0,Self employment/subsistence,Primary completion and below,inc_commerce,other,12307.769073486328,283.2494888305664,2179
1564,25-92-98-08,128.03225708007812,0,1131.893798828125,1509.1917724609375,613.109130859375,0.0,551.0436401367188,0.0,1734.3017578125,5539.5400390625,2374.6943359375,5787.74462890625,0,0,0,1,0,0,0,0,0,3,1,1929.2482096354167,1846.5133463541667,1,Wage employment,At least some secondary completion,inc_rent,other,4407.646301269531,384.0967712402344,2179
1565,25-93-09-28,73.08295440673828,1,5114.30615234375,0.0,0.0,934.4612426757812,235.9514617919922,0.0,2142.72021484375,8427.439453125,2051.796630859375,6103.6083984375,0,0,0,0,0,0,0,0,0,3,2,2034.5361328125,2809.146484375,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,3313.1329193115234,219.24886322021484,2179
1566,25-93-56-30,83.75323486328125,1,0.0,0.0,0.0,0.0,0.0,0.0,15875.2021484375,15875.2021484375,4599.02880859375,10494.81640625,0,0,0,0,0,0,0,0,1,2,0,5247.408203125,7937.60107421875,0,Not working,Primary completion and below,inc_rent,other,15875.2021484375,167.5064697265625,2179
1567,25-95-37-64,182.2352294921875,0,25119.556640625,0.0,0.0,0.0,13246.181640625,0.0,2790.620361328125,41156.359375,4658.89990234375,12011.3291015625,0,0,0,1,0,0,0,0,0,6,2,2001.88818359375,6859.393229166667,0,Not working,Primary completion and below,inc_employ,inc_employ,16036.802001953125,1093.411376953125,2179
1568,25-95-96-30,202.4952850341797,1,8466.7744140625,58160.9296875,0.0,0.0,168.52137756347656,0.0,3567.17138671875,70363.3984375,5935.208984375,15337.8515625,0,0,0,0,0,0,0,0,0,6,1,2556.30859375,11727.233072916666,0,Wage employment,At least some secondary completion,inc_commerce,other,61896.62245178223,1214.9717102050781,2179
1569,25-96-20-47,108.16050720214844,1,10431.0791015625,0.0,0.0,5606.767578125,161.19456481933594,0.0,0.0,16199.0400390625,3455.699951171875,16175.1494140625,0,0,0,0,0,0,0,0,0,3,2,5391.716471354167,5399.680013020833,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,5767.962142944336,324.4815216064453,2179
1570,25-98-20-93,150.5607452392578,0,0.0,6589.98388671875,1198.889404296875,0.0,93.78535461425781,101.60079193115234,997.8907470703125,8982.1494140625,2521.731689453125,4819.0732421875,0,0,0,1,0,0,0,0,0,3,1,1606.3577473958333,2994.0498046875,0,Self employment/subsistence,Primary completion and below,inc_commerce,other,8982.150184631348,451.68223571777344,2179
1571,26-00-66-49,99.52068328857422,0,11316.5673828125,0.0,0.0,80.1865463256836,2505.02783203125,0.0,1659.8721923828125,15561.6533203125,531.6368408203125,3562.614990234375,1,0,0,1,0,0,0,0,0,3,0,1187.538330078125,5187.2177734375,0,Not working,Primary completion and below,inc_employ,inc_employ,4245.086570739746,298.56204986572266,2179
1572,26-00-79-79,85.09557342529297,1,14933.58984375,0.0,64.17345428466797,5430.0615234375,0.0,1390.4248046875,3104.20458984375,24922.453125,4142.5390625,12535.0361328125,0,0,0,0,0,0,0,0,0,2,0,6267.51806640625,12461.2265625,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,9988.864372253418,170.19114685058594,2179
1573,26-02-18-10,177.84715270996094,0,7955.68798828125,8746.111328125,536.4446411132812,0.0,990.359375,0.0,2876.091552734375,21104.6953125,3362.43505859375,7272.322265625,1,0,0,1,0,0,0,0,0,5,0,1454.464453125,4220.9390625,0,Not working,Primary completion and below,inc_commerce,other,13149.006896972656,889.2357635498047,2179
1574,26-03-60-22,157.92373657226562,1,7790.56201171875,0.0,0.0,299.63702392578125,441.2154541015625,0.0,1920.34619140625,10451.7607421875,2010.15966796875,6149.06201171875,0,0,0,1,0,0,0,0,0,4,2,1537.2655029296875,2612.940185546875,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,2661.1986694335938,631.6949462890625,2179
1575,26-07-98-71,124.7500228881836,1,12899.0947265625,0.0,0.0,0.0,5543.41162109375,211.95396423339844,2999.33349609375,21653.79296875,1200.9488525390625,7427.0791015625,0,0,0,1,0,0,0,0,0,4,0,1856.769775390625,5413.4482421875,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,8754.699081420898,499.0000915527344,2179
1576,26-09-18-86,137.6014404296875,0,17289.98828125,0.0,0.0,0.0,120.47093200683594,62.64488983154297,2343.248779296875,19816.353515625,3002.987060546875,8699.6337890625,0,0,0,1,0,0,0,0,0,5,3,1739.9267578125,3963.270703125,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,2526.364601135254,688.0072021484375,2179
1577,26-11-11-24,73.3130874633789,1,0.0,0.0,143.9691925048828,1028.3514404296875,1898.494873046875,1512.704833984375,9660.478515625,14243.9990234375,2687.69921875,6853.6884765625,0,0,0,0,0,0,0,0,1,2,0,3426.84423828125,7121.99951171875,0,Not working,Primary completion and below,inc_rent,other,14243.99885559082,146.6261749267578,2179
1578,26-11-26-54,73.84935760498047,0,6789.14013671875,6786.30224609375,184.48748779296875,0.0,0.0,387.42376708984375,5978.15869140625,20125.51171875,1931.953125,8115.009765625,0,0,0,0,0,0,0,0,0,2,0,4057.5048828125,10062.755859375,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,13336.372192382812,147.69871520996094,2179
1579,26-14-66-23,32.93523406982422,0,7438.0966796875,0.0,166.45358276367188,0.0,0.0,225.9012908935547,1004.17529296875,8834.626953125,1506.8507080078125,3214.495361328125,0,0,0,0,0,0,0,0,1,1,0,3214.495361328125,8834.626953125,0,Wage employment,Primary completion and below,inc_employ,inc_employ,1396.5301666259766,32.93523406982422,2179
1580,26-15-17-61,75.47923278808594,1,10431.0791015625,0.0,0.0,0.0,934.4612426757812,60.73998260498047,1498.8087158203125,12925.0888671875,1852.366943359375,5730.7392578125,0,0,0,0,0,0,0,0,0,2,0,2865.36962890625,6462.54443359375,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,2494.009941101074,150.95846557617188,2179
1581,26-16-11-15,49.263545989990234,1,3867.88427734375,3286.272705078125,185.74583435058594,0.0,0.0,0.0,1722.02685546875,9061.9296875,2785.16796875,6881.79296875,0,0,0,0,0,0,0,0,0,2,0,3440.896484375,4530.96484375,0,Wage employment,Primary completion and below,inc_employ,inc_employ,5194.045394897461,98.52709197998047,2179
1582,26-17-89-43,156.6126251220703,1,15646.5986328125,0.0,0.0,0.0,976.9354858398438,42.33386993408203,1333.966796875,17999.8359375,1382.8359375,5049.84423828125,1,0,0,1,0,0,0,0,0,3,0,1683.2814127604167,5999.9453125,0,Not working,Primary completion and below,inc_employ,inc_employ,2353.236152648926,469.83787536621094,2179
1583,26-20-02-96,129.04727172851562,0,6356.1455078125,6775.9921875,264.16204833984375,0.0,3267.637451171875,0.0,1015.9573974609375,17679.89453125,1881.285400390625,5126.76904296875,1,0,1,1,0,0,0,0,0,5,1,1025.35380859375,3535.97890625,0,Self employment/subsistence,Primary completion and below,inc_commerce,other,11323.749084472656,645.2363586425781,2179
1584,26-20-45-48,116.89901733398438,0,0.0,2215.09326171875,1474.9281005859375,2341.155517578125,1310.146728515625,397.9964294433594,362.80389404296875,8102.1240234375,4558.4638671875,7734.2333984375,0,0,0,1,0,0,1,0,0,4,2,1933.558349609375,2025.531005859375,1,Self employment/subsistence,Primary completion and below,inc_remit,other,8102.123931884766,467.5960693359375,2179
1585,26-21-90-20,93.82730102539062,1,3979.80908203125,17785.90625,39.798091888427734,1148.02197265625,158.42703247070312,1311.34716796875,13345.587890625,37768.8984375,2737.41259765625,14721.4765625,0,0,0,0,0,0,0,0,0,3,1,4907.158854166667,12589.6328125,0,Wage employment,Post-secondary/tertiary and above,inc_commerce,other,33789.08840560913,281.4819030761719,2179
1586,26-23-27-31,103.203125,1,17948.03125,0.0,0.0,0.0,308.5262145996094,0.0,0.0,18256.55859375,1982.9595947265625,5958.77587890625,0,0,0,1,0,0,0,0,0,3,1,1986.2586263020833,6085.51953125,0,Wage employment,Primary completion and below,inc_employ,inc_employ,308.5262145996094,309.609375,2179
1587,26-25-99-31,315.619873046875,1,25108.23046875,0.0,0.0,0.0,1264.0811767578125,0.0,6127.52685546875,32499.837890625,6537.8193359375,14195.8291015625,0,0,0,1,0,0,0,0,0,10,5,1419.58291015625,3249.9837890625,0,Self employment/subsistence,Primary completion and below,inc_employ,inc_employ,7391.6080322265625,3156.19873046875,2179
1588,26-28-03-61,152.855712890625,1,18515.1640625,0.0,0.0,0.0,254.6406707763672,0.0,2545.285888671875,21315.091796875,2756.177734375,11121.4345703125,0,0,0,0,0,0,0,0,0,5,3,2224.2869140625,4263.018359375,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,2799.926559448242,764.278564453125,2179
1589,26-28-46-87,156.2552490234375,1,4551.24609375,3033.82470703125,0.0,299.63702392578125,16761.693359375,0.0,2256.215576171875,26902.615234375,3120.31494140625,11932.390625,0,0,0,0,0,0,0,0,0,5,1,2386.478125,5380.523046875,0,Not working,At least some secondary completion,inc_transfer,other,22351.370666503906,781.2762451171875,2179
1590,26-30-79-44,129.8458709716797,1,0.0,1546.744873046875,0.0,1579.654296875,4179.501953125,0.0,3020.600830078125,10326.5009765625,1543.554931640625,6729.33984375,1,0,0,1,0,0,0,0,0,4,0,1682.3349609375,2581.625244140625,0,Self employment/subsistence,At least some secondary completion,inc_transfer,other,10326.501953125,519.3834838867188,2179
1591,26-31-81-47,225.69924926757812,1,12901.1708984375,0.0,0.0,3895.281005859375,0.0,562.8681640625,0.0,17359.3203125,3426.2890625,13810.158203125,0,0,0,0,0,0,0,0,0,4,0,3452.53955078125,4339.830078125,0,Not working,At least some secondary completion,inc_employ,inc_employ,4458.149169921875,902.7969970703125,2179
1592,26-32-46-47,31.09296989440918,1,8896.8212890625,0.0,564.8157348632812,0.0,0.0,0.0,1220.4490966796875,10682.0859375,1095.269287109375,3800.12646484375,0,0,0,0,0,0,0,0,0,1,0,3800.12646484375,10682.0859375,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,1785.2648315429688,31.09296989440918,2179
1593,26-34-68-98,335.66949462890625,0,0.0,56581.97265625,10772.5859375,0.0,1627.3056640625,0.0,1511.427001953125,70493.2890625,9595.427734375,16484.79296875,0,0,0,1,0,0,0,0,0,10,4,1648.479296875,7049.32890625,0,Self employment/subsistence,Primary completion and below,inc_commerce,other,70493.29125976562,3356.6949462890625,2179
1594,26-34-87-28,148.087158203125,0,0.0,5366.95166015625,7561.49169921875,533.6267700195312,0.0,0.0,640.8018798828125,14102.873046875,7170.41015625,9761.4931640625,0,0,0,0,0,0,0,0,0,4,1,2440.373291015625,3525.71826171875,0,Self employment/subsistence,At least some secondary completion,inc_subsist,other,14102.872009277344,592.3486328125,2179
1595,26-36-14-95,114.57432556152344,0,0.0,26885.26953125,284.9254150390625,0.0,1095.8670654296875,0.0,1148.475341796875,29414.5390625,6097.64111328125,12885.275390625,0,0,0,0,0,0,0,0,1,3,0,4295.091796875,9804.846354166666,0,Self employment/subsistence,Primary completion and below,inc_commerce,other,29414.537353515625,343.7229766845703,2179
1596,26-37-34-31,183.5970916748047,0,24465.595703125,6849.16845703125,5484.81396484375,0.0,1715.9449462890625,23.743785858154297,738.182861328125,39277.44921875,8042.01953125,12021.888671875,0,0,0,0,0,0,0,0,0,5,0,2404.377734375,7855.48984375,0,Self employment/subsistence,Primary completion and below,inc_employ,inc_employ,14811.854015350342,917.9854583740234,2179
1597,26-39-04-65,173.13900756835938,1,15894.1650390625,1351.884765625,0.0,0.0,1330.0906982421875,1368.6807861328125,3446.74267578125,23391.564453125,5504.546875,14140.3515625,0,0,0,0,0,0,0,0,0,6,1,2356.7252604166665,3898.5940755208335,0,Self employment/subsistence,At least some secondary completion,inc_employ,inc_employ,7497.39892578125,1038.8340454101562,2179
1598,26-39-30-40,66.05705261230469,1,0.0,1579.239501953125,60.73998260498047,0.0,1401.69189453125,80.98663330078125,2294.234619140625,5416.892578125,141.72662353515625,3149.48876953125,1,0,0,1,0,0,0,0,1,2,0,1574.744384765625,2708.4462890625,0,Self employment/subsistence,Primary completion and below,inc_rent,other,5416.892631530762,132.11410522460938,2179
1599,26-39-82-81,342.6692810058594,0,0.0,34335.26171875,0.0,0.0,798.64501953125,0.0,955.797119140625,36089.7109375,4940.240234375,8599.6357421875,1,0,1,1,0,0,0,0,0,9,3,955.5150824652778,4009.9678819444443,0,Self employment/subsistence,At least some secondary completion,inc_commerce,other,36089.703857421875,3084.0235290527344,2179
1600,26-41-50-35,55.16904067993164,0,2121.1318359375,304.30084228515625,0.0,3671.8427734375,5407.5810546875,0.0,1101.7626953125,12606.6181640625,918.8743286132812,5160.6298828125,0,0,0,0,0,0,0,0,0,2,1,2580.31494140625,6303.30908203125,0,Wage employment,Primary completion and below,inc_transfer,other,10485.487365722656,110.33808135986328,2179
1601,26-42-00-39,110.43439483642578,1,16970.095703125,0.0,0.0,0.0,351.7523193359375,3313.609375,0.0,20635.458984375,4781.5380859375,7301.126953125,0,0,0,1,0,0,0,0,0,4,2,1825.28173828125,5158.86474609375,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,3665.3616943359375,441.7375793457031,2179
1602,26-45-36-48,173.51953125,1,8520.9697265625,15108.3359375,0.0,5645.142578125,0.0,63.90727233886719,2069.536376953125,31407.892578125,5061.2431640625,10042.6865234375,0,0,0,0,0,0,0,0,1,4,0,2510.671630859375,7851.97314453125,0,Not working,Primary completion and below,inc_commerce,other,22886.922164916992,694.078125,2179
1603,26-46-13-94,63.78597640991211,0,0.0,6602.3955078125,0.0,0.0,0.0,0.0,1933.4227294921875,8535.818359375,3640.31298828125,12971.2763671875,0,0,0,0,0,0,0,0,0,2,0,6485.63818359375,4267.9091796875,0,Self employment/subsistence,At least some secondary completion,inc_commerce,other,8535.818237304688,127.57195281982422,2179
1604,26-47-51-36,38.36616134643555,1,20305.30078125,0.0,0.0,0.0,0.0,21.852453231811523,3059.494140625,23386.646484375,1918.0167236328125,9052.9677734375,0,0,0,0,0,0,0,0,0,1,0,9052.9677734375,23386.646484375,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,3081.3465938568115,38.36616134643555,2179
1605,26-47-56-76,197.54464721679688,0,0.0,3931.169189453125,0.0,0.0,533.6385498046875,0.0,568.848388671875,5033.65576171875,2679.213134765625,4902.7763671875,1,0,1,1,0,1,1,0,0,5,3,980.5552734375,1006.73115234375,1,Self employment/subsistence,At least some secondary completion,inc_commerce,other,5033.6561279296875,987.7232360839844,2179
1606,26-50-97-98,107.55630493164062,1,51100.24609375,0.0,0.0,0.0,0.0,0.0,0.0,51100.24609375,2653.075927734375,9232.24609375,0,0,0,0,0,0,0,0,0,3,0,3077.4153645833335,17033.415364583332,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,0.0,322.6689147949219,2179
1607,26-51-39-45,188.18389892578125,0,5297.2626953125,1846.8731689453125,1770.6591796875,0.0,3884.28173828125,2399.709228515625,1230.2210693359375,16429.0078125,5260.7216796875,11449.3154296875,0,0,0,1,0,0,0,0,0,6,3,1908.21923828125,2738.16796875,0,Not working,Primary completion and below,inc_employ,inc_employ,11131.744384765625,1129.1033935546875,2179
1608,26-52-02-18,145.90138244628906,1,6478.93115234375,0.0,1397.0194091796875,0.0,1586.2479248046875,206.5159454345703,770.1157836914062,10438.830078125,2312.168701171875,5441.21240234375,0,0,0,1,0,0,1,0,0,4,2,1360.3031005859375,2609.70751953125,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,3959.8990631103516,583.6055297851562,2179
1609,26-52-11-54,198.44467163085938,0,5865.96484375,0.0,0.0,0.0,293.7608947753906,0.0,2360.45556640625,8520.181640625,5963.21826171875,11238.1845703125,0,0,0,0,0,0,0,0,0,5,3,2247.6369140625,1704.036328125,1,Wage employment,Primary completion and below,inc_employ,inc_employ,2654.2164611816406,992.2233581542969,2179
1610,26-52-28-61,136.38076782226562,1,26745.51171875,0.0,1233.740966796875,306.1391906738281,316.85406494140625,0.0,1127.5919189453125,29729.8359375,2564.4697265625,10538.5751953125,0,0,0,1,0,0,0,0,0,7,2,1505.5107421875,4247.119419642857,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,2984.326141357422,954.6653747558594,2179
1611,26-54-81-81,119.21890258789062,0,17671.22265625,0.0,0.0,1681.4566650390625,1061.9725341796875,0.0,22142.6796875,42557.3359375,6331.9580078125,12724.517578125,0,0,0,0,0,0,0,0,0,4,0,3181.12939453125,10639.333984375,0,Not working,At least some secondary completion,inc_rent,other,24886.10888671875,476.8756103515625,2179
1612,26-56-72-12,86.56950378417969,1,19717.525390625,0.0,0.0,0.0,0.0,0.0,3446.74267578125,23164.267578125,5066.56884765625,11257.1796875,0,0,0,0,0,0,0,0,0,3,0,3752.3932291666665,7721.422526041667,0,Wage employment,Primary completion and below,inc_employ,inc_employ,3446.74267578125,259.70851135253906,2179
1613,26-57-13-00,35.51520919799805,1,0.0,0.0,0.0,0.0,391.29962158203125,0.0,10444.888671875,10836.1875,426.0609130859375,3945.845947265625,0,0,0,0,0,0,0,0,0,1,0,3945.845947265625,10836.1875,0,Not working,At least some secondary completion,inc_rent,other,10836.188293457031,35.51520919799805,2179
1614,26-58-22-77,354.15374755859375,0,0.0,6246.44140625,2516.841064453125,0.0,1114.1314697265625,2253.28515625,866.9984130859375,12997.697265625,8107.3564453125,12408.560546875,0,0,0,1,0,0,1,0,0,7,4,1772.6515066964287,1856.8138950892858,1,Self employment/subsistence,Primary completion and below,inc_commerce,other,12997.697509765625,2479.0762329101562,2179
1615,26-59-03-27,142.16592407226562,0,4601.880859375,0.0,483.197509765625,5309.86279296875,1245.162841796875,0.0,1556.71728515625,13196.8212890625,4120.06396484375,11214.6044921875,0,0,0,0,0,0,0,0,0,5,1,2242.9208984375,2639.3642578125,0,Self employment/subsistence,Primary completion and below,inc_remit,other,8594.9404296875,710.8296203613281,2179
1616,26-59-27-90,31.46356773376465,0,2574.93408203125,0.0,0.0,0.0,0.0,0.0,1242.7076416015625,3817.641845703125,727.4028930664062,2838.96728515625,0,0,0,0,0,0,0,0,1,1,0,2838.96728515625,3817.641845703125,0,Wage employment,Primary completion and below,inc_employ,inc_employ,1242.7076416015625,31.46356773376465,2179
1617,26-59-87-44,57.930946350097656,0,0.0,1233.60888671875,4106.38671875,0.0,432.21331787109375,1053.52001953125,948.2646484375,7773.99267578125,3621.689697265625,6367.08154296875,0,0,0,0,0,0,0,0,1,2,0,3183.540771484375,3886.996337890625,0,Self employment/subsistence,Primary completion and below,inc_subsist,other,7773.993591308594,115.86189270019531,2179
1618,26-60-00-25,35.01195526123047,1,0.0,22510.828125,0.0,1198.548095703125,0.0,0.0,0.0,23709.376953125,1211.697509765625,7455.328125,0,0,0,0,0,0,0,0,0,1,0,7455.328125,23709.376953125,0,Self employment/subsistence,At least some secondary completion,inc_commerce,other,23709.376220703125,35.01195526123047,2179
1619,26-60-12-19,80.20831298828125,1,48556.04296875,0.0,0.0,0.0,0.0,0.0,0.0,48556.04296875,9230.4521484375,23502.447265625,0,0,0,0,0,0,0,0,0,3,1,7834.149088541667,16185.34765625,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,0.0,240.62493896484375,2179
1620,26-62-41-59,150.95846557617188,1,25386.072265625,0.0,506.1664733886719,10123.3291015625,2616.491455078125,0.0,4924.5849609375,43556.64453125,4300.17724609375,15144.873046875,0,0,0,0,0,0,0,0,0,4,0,3786.21826171875,10889.1611328125,0,Not working,Primary completion and below,inc_employ,inc_employ,18170.571990966797,603.8338623046875,2179
1621,26-62-98-24,52.307952880859375,1,12895.0986328125,0.0,0.0,0.0,0.0,0.0,0.0,12895.0986328125,2520.00048828125,6244.89697265625,0,0,0,0,0,0,0,0,0,2,1,3122.448486328125,6447.54931640625,0,Wage employment,Post-secondary/tertiary and above,inc_employ,inc_employ,0.0,104.61590576171875,2179
1622,26-64-28-44,93.7531509399414,1,3116.224853515625,0.0,0.0,299.63702392578125,6592.01416015625,0.0,0.0,10007.875,1455.082275390625,2804.87841796875,1,0,1,1,0,0,0,0,0,3,0,934.95947265625,3335.9583333333335,0,Wage employment,Post-secondary/tertiary and above,inc_transfer,other,6891.651184082031,281.2594528198242,2179
1623,26-65-17-75,142.41397094726562,0,11281.20703125,0.0,0.0,0.0,390.5033264160156,0.0,1644.947265625,13316.6591796875,223.17172241210938,3834.6259765625,1,0,1,1,0,0,0,0,0,4,2,958.656494140625,3329.164794921875,0,Wage employment,At least some secondary completion,inc_employ,inc_employ,2035.4505920410156,569.6558837890625,2179
1624,26-65-43-97,143.9330291748047,1,7404.1298828125,0.0,0.0,1186.559326171875,730.9205322265625,16.45362091064453,3591.513671875,12929.5771484375,3876.062255859375,9432.6806640625,0,0,0,1,0,0,0,1,0,6,4,1572.1134440104167,2154.9295247395835,1,Wage employment,At least some secondary completion,inc_employ,inc_employ,5525.447151184082,863.5981750488281,2179
1625,26-65-86-08,231.72109985351562,1,0.0,3580.662353515625,0.0,0.0,1460.7303466796875,0.0,2836.0234375,7877.41552734375,3293.849609375,8529.0234375,1,0,0,1,0,0,0,1,0,6,2,1421.50390625,1312.902587890625,1,Not working,Primary completion and below,inc_commerce,other,7877.4161376953125,1390.3265991210938,2179
